, ," Acoustics and Ultrasonics,"," Aerospace Engineering,"," Agricultural and Biological Sciences (all),"," Agronomy and Crop Science,"," Anthropology,"," Applied Mathematics,"," Applied Microbiology and Biotechnology,"," Archeology (arts and humanities),"," Archeology,"," Artificial Intelligence,"," Arts and Humanities (all),"," Astronomy and Astrophysics,"," Atmospheric Science,"," Atomic and Molecular Physics,"," Automotive Engineering,"," Behavior and Systematics,"," Behavioral Neuroscience,"," Biochemistry,"," Bioengineering,"," Biological Psychiatry,"," Biomaterials,"," Biomedical Engineering,"," Biophysics,"," Biotechnology,"," Business and International Management,"," Cancer Research,"," Cardiology and Cardiovascular Medicine,"," Cell Biology,"," Ceramics and Composites,"," Chemical Engineering (all),"," Chemistry (all),"," Chemistry (miscellaneous),"," Civil and Structural Engineering,"," Clinical Biochemistry,"," Coatings and Films,"," Cognitive Neuroscience,"," Colloid and Surface Chemistry,"," Communication,"," Complementary and Alternative Medicine,"," Computational Mathematics,"," Computational Theory and Mathematics,"," Computer Graphics and Computer-Aided Design,"," Computer Networks and Communications,"," Computer Science (all),"," Computer Science Applications,"," Computer Vision and Pattern Recognition,"," Computers in Earth Sciences,"," Condensed Matter Physics,"," Control and Systems Engineering,"," Cultural Studies,"," Dermatology,"," Development,"," Diabetes and Metabolism,"," Discrete Mathematics and Combinatorics,"," Drug Discovery,"," Earth and Planetary Sciences (all),"," Earth and Planetary Sciences (miscellaneous),"," Earth-Surface Processes,"," Ecological Modeling,"," Ecology,"," Econometrics and Finance (all),"," Economics and Econometrics,"," Economics,"," Education,"," Electrical and Electronic Engineering,"," Electrochemistry,"," Electronic,"," Endocrinology,"," Energy (all),"," Energy Engineering and Power Technology,"," Engineering (all),"," Engineering (miscellaneous),"," Environmental Chemistry,"," Environmental Science (all),"," Environmental and Occupational Health,"," Ethics and Legal Aspects,"," Evolution,"," Experimental and Cognitive Psychology,"," Filtration and Separation,"," Fluid Flow and Transfer Processes,"," Fuel Technology,"," Genetics and Molecular Biology (all),"," Genetics,"," Geochemistry and Petrology,"," Geology,"," Geometry and Topology,"," Geotechnical Engineering and Engineering Geology,"," Geriatrics and Gerontology,"," Hardware and Architecture,"," Health Policy,"," Health,"," Hematology,"," History,"," Human-Computer Interaction,"," Immunology and Microbiology (all),"," Industrial and Manufacturing Engineering,"," Information Systems and Management,"," Information Systems,"," Inorganic Chemistry,"," Instrumentation,"," Issues,"," Language and Linguistics,"," Law,"," Library and Information Sciences,"," Linguistics and Language,"," Management Science and Operations Research,"," Management and Accounting (all),"," Management of Technology and Innovation,"," Management,"," Materials Chemistry,"," Materials Science (all),"," Materials Science (miscellaneous),"," Mathematical Physics,"," Mathematics (all),"," Mechanical Engineering,"," Mechanics of Materials,"," Medical Laboratory Technology,"," Medicine (all),"," Medicine (miscellaneous),"," Metals and Alloys,"," Modeling and Simulation,"," Molecular Biology,"," Molecular Medicine,"," Monitoring,"," Multidisciplinary,"," Nature and Landscape Conservation,"," Neurology,"," Nuclear Energy and Engineering,"," Nuclear Medicine and Imaging,"," Nuclear and High Energy Physics,"," Numerical Analysis,"," Nutrition and Dietetics,"," Ocean Engineering,"," Oncology,"," Optical and Magnetic Materials,"," Organic Chemistry,"," Pharmaceutical Science,"," Pharmacology (medical),"," Pharmacology,"," Philosophy,"," Physical Therapy,"," Physical and Theoretical Chemistry,"," Physics and Astronomy (all),"," Physics and Astronomy (miscellaneous),"," Physiology (medical),"," Physiology,"," Planning and Development,"," Plant Science,"," Policy and Law,"," Political Science and International Relations,"," Pollution,"," Polymers and Plastics,"," Probability and Uncertainty,"," Process Chemistry and Technology,"," Psychiatry and Mental Health,"," Psychology (all),"," Public Health,"," Radiation,"," Radiological and Ultrasound Technology,"," Radiology,"," Reliability and Quality,"," Renewable Energy,"," Risk,"," Safety,"," Signal Processing,"," Social Sciences (all),"," Sociology and Political Science,"," Software,"," Soil Science,"," Space and Planetary Science,"," Spectroscopy,"," Sports Therapy and Rehabilitation,"," Statistical and Nonlinear Physics,"," Statistics and Probability,"," Statistics,"," Strategy and Management,"," Surfaces and Interfaces,"," Surfaces,"," Sustainability and the Environment,"," Theoretical Computer Science,"," Toxicology and Mutagenesis,"," Toxicology and Pharmaceutics (all),"," Waste Management and Disposal,"," and Optics,","Acoustics and Ultrasonics,","Aerospace Engineering,","Agricultural and Biological Sciences (all),","Algebra and Number Theory,","Analysis,","Analytical Chemistry,","Animal Science and Zoology,","Applied Mathematics,","Arts and Humanities (all),","Astronomy and Astrophysics,","Atmospheric Science,","Atomic and Molecular Physics,","Biochemistry,","Bioengineering,","Biophysics,","Biotechnology,","Building and Construction,","Business and International Management,","Business,","Cardiology and Cardiovascular Medicine,","Catalysis,","Ceramics and Composites,","Chemical Engineering (all),","Chemistry (all),","Civil and Structural Engineering,","Classics,","Colloid and Surface Chemistry,","Computational Mathematics,","Computational Mechanics,","Computer Networks and Communications,","Computer Science (all),","Computer Science (miscellaneous),","Computer Science Applications,","Computer Vision and Pattern Recognition,","Condensed Matter Physics,","Control and Systems Engineering,","Cultural Studies,","Development,","Discrete Mathematics and Combinatorics,","Drug Discovery,","Earth and Planetary Sciences (all),","Earth-Surface Processes,","Ecology,","Economics and Econometrics,","Education,","Electrical and Electronic Engineering,","Electrochemistry,","Electronic,","Endocrinology,","Energy (all),","Energy Engineering and Power Technology,","Engineering (all),","Engineering (miscellaneous),","Environmental Chemistry,","Environmental Engineering,","Environmental Science (all),","Experimental and Cognitive Psychology,","Food Science,","Forestry,","Geography,","Geophysics,","Geotechnical Engineering and Engineering Geology,","Gerontology,","Health (social science),","History,","Industrial and Manufacturing Engineering,","Information Systems and Management,","Inorganic Chemistry,","Instrumentation,","Internal Medicine,","Language and Linguistics,","Management Information Systems,","Materials Science (all),","Mathematical Physics,","Mathematics (all),","Mathematics (miscellaneous),","Mechanical Engineering,","Mechanics of Materials,","Medicine (all),","Medicine (miscellaneous),","Metals and Alloys,","Modeling and Simulation,","Molecular Biology,","Multidisciplinary,",N/A,"Neuropsychology and Physiological Psychology,","Neuroscience (all),","Nuclear Energy and Engineering,","Nuclear and High Energy Physics,","Numerical Analysis,","Oceanography,","Organic Chemistry,","Pathology and Forensic Medicine,","Pharmacology,","Philosophy,","Physical and Theoretical Chemistry,","Physics and Astronomy (all),","Physics and Astronomy (miscellaneous),","Physiology,","Psychology (all),","Radiation,","Radiological and Ultrasound Technology,","Religious Studies,","Renewable Energy,","Safety,","Signal Processing,","Social Psychology,","Social Sciences (all),","Sociology and Political Science,","Software,","Spectroscopy,","Statistical and Nonlinear Physics,","Statistics and Probability,","Strategy and Management,","Structural Biology,","Surfaces and Interfaces,","Surfaces,","Theoretical Computer Science,","Waste Management and Disposal,","Water Science and Technology,"
 001 ,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,7,2,0,0,2,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 002 ,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
 003 ,168,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,27,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,34,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0,0,0,0,0,0,0,0,36,0,34,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,9,11,0,0,0,0,19,16,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0,2,26,9,0,9,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
 004 ,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,12,0,0,0,3,0,0,0,0,2,5,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,1,0,4,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,2,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0
 005 ,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,21,1,0,0,2,2,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
 006 ,120,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,7,0,1,0,0,17,1,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,4,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10,5,17,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,3,3,0,0,2,1,3,1,2,0,0,0,0,0,0,4,23,0,0,1,0,0,0,2,26,18,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,3,0,0,0
 007 ,748,1,0,0,1,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,30,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,14,0,0,0,0,5,0,0,0,0,0,0,1,65,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,1,0,0,0,1,0,0,0,0,0,16,1,8,0,0,2,0,0,5,0,16,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,19,0,0,1,0,0,1,0,0,0,0,6,0,5,0,0,0,2,123,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,49,0,0,0,4,30,1,0,1,0,68,0,0,1,0,1,0,0,0,1,334,0,0,0,0,0,0,1,192,140,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0,0,0,1,0,0,0
 008 ,53,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,2,0,0,0,0,0,10,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,2,3,2,0,0,0,0,0,0,5,1,0,0,0,0,4,0,0,9,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 009 ,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,79,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,31,29,3,0,0,16,7,0,9,0,31,0,0,0,0,0,0,0,25,2,5,0,9,0,0,4,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,25,3,4,7,0,0,1,0,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,2,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,112,0,1,0,16,12,10,9,40,0,0,0,0,0,0,34,29,0,0,0,0,0,0,21,23,2,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22,0,0,0
 010 ,156,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,24,1,0,0,1,2,0,1,0,0,0,1,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,31,0,1,0,0,0,0,0,7,3,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,4,0,4,3,0,11,0,1,2,0,0,0,1,0,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,1,5,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,5,0,7,0,13,0,8,6,0,0,0,0,0,0,0,0,0,25,25,0,0,2,2,1,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,11,31,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,4,0,0,6,4,13,2,1,4,0,1,0,0,0,7,2,0,0,0,0,0,0,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,0,0,2,2,0,0,0
